"Date","EUR","USD"
2016-03-09,538.18,490.73
2016-03-10,538.37,490.9
2016-03-11,545.19,490.63
2016-03-12,544.74,490.23
2016-04-01,548.33,480.61
2016-04-02,548.64,480.88
2016-04-04,547.41,481.66
2016-04-05,547.19,481.94
2016-04-06,547.13,482.01
2016-04-07,549.84,482.61
2016-04-08,549.96,483.48
2016-04-11,550.66,483.88
2016-04-12,552.49,483.79
2016-05-02,549.67,478.56
2016-05-03,554.62,478.49
2016-05-04,549.64,478.74
2016-05-05,547.34,478.61
2016-05-06,547.02,478.96
2016-05-10,545.18,479.03
2016-05-11,545.88,479.09
2016-05-12,547.1,479.45
2016-06-01,533.31,477.88
2016-06-02,535.49,477.99
2016-06-03,532.65,478.06
2016-06-06,542.58,478.3
2016-06-07,544.23,478.82
2016-06-08,544.47,478.82
2016-06-09,543.95,478.87
2016-06-10,540.83,479.16
2016-07-01,529.66,476.83
2016-07-04,531.03,477.16
2016-07-06,527.39,476.93
2016-07-07,528.92,476.93
2016-07-08,527.4,476.72
2016-07-11,525.84,476.74
2016-07-12,529.08,476.35
2016-08-01,532.21,476.38
2016-08-02,532.97,476.04
2016-08-03,532.8,476.14
2016-08-04,529.78,476.16
2016-08-05,530.29,476.02
2016-08-08,528.04,476.14
2016-08-09,528,476.19
2016-08-10,532.02,476.25
2016-08-11,530.78,476.25
2016-08-12,530.87,476.2
2016-09-01,528.9,474.69
2016-09-02,530.61,474.78
2016-09-05,530.01,474.75
2016-09-06,529.97,474.71
2016-09-07,533.32,474.57
2016-09-08,535.56,474.96
2016-09-09,534.59,474.26
2016-10-03,532.97,474.34
2016-10-04,529.29,474.36
2016-10-05,531.58,473.86
2016-10-06,530.43,474.49
2016-10-07,527.84,474.59
2016-10-10,529.88,474.46
2016-10-11,528.06,475.34
2016-10-12,524.91,476.24
2016-11-01,522.66,475.36
2016-11-02,527.28,475.84
2016-11-03,528.35,476.16
2016-11-04,529.23,476.83
2016-11-07,528.56,477.86
2016-11-08,529.78,479.48
2016-11-09,528.74,478.63
2016-11-10,521.16,478.39
2016-11-11,518.68,477.34
2016-12-01,511.19,480.71
2016-12-02,511.65,480.74
2016-12-05,511.51,480.92
2016-12-06,518.51,481.62
2016-12-07,516.89,482.26
2016-12-08,521.61,482.84
2016-12-09,513.85,483.58
2016-12-12,513.71,484.86
2017-01-09,509.93,484.63
2017-01-10,513.65,484.71
2017-01-11,510.8,485
2017-01-12,516.45,485.39
2017-02-01,524.17,485.97
2017-02-02,525.51,485.91
2017-02-03,521.8,485.8
2017-02-06,522.03,485.79
2017-02-07,518.05,486.07
2017-02-08,517.78,486.36
2017-02-09,520.68,486.66
2017-02-10,518.04,486.79
2017-03-01,512.94,486.71
2017-03-02,512.26,486.75
2017-03-03,511.94,486.82
2017-03-06,516.01,486.71
2017-03-07,514.02,486.62
2017-03-09,513.56,486.46
2017-03-10,515.82,486.03
2017-04-03,515.96,483.83
2017-04-04,515.89,484.18
2017-04-05,516.88,484.56
2017-04-06,517.09,484.8
2017-04-07,516.19,485.23
2017-04-10,513.68,485.61
2017-04-11,514.13,486.04
2017-04-12,516.06,486.57
2017-05-02,529.22,484.68
2017-05-03,528.96,484.84
2017-05-04,529.95,484.77
2017-05-05,531.16,484.77
2017-05-06,531.06,484.68
2017-05-10,526.46,484.41
2017-05-11,526.59,484.44
2017-05-12,526.44,484.17
2017-06-01,541.64,482.14
2017-06-02,540.94,482.12
2017-06-05,543.19,482.19
2017-06-06,542.7,482.49
2017-06-07,543.85,482.56
2017-06-08,541.97,482.57
2017-06-09,539.12,482.48
2017-06-12,541.21,482.62
2017-07-03,546.5,480.57
2017-07-04,545.05,480.26
2017-07-06,545.17,479.82
2017-07-07,547.34,479.53
2017-07-10,545.92,479.55
2017-07-11,545.97,479.13
2017-07-12,548.69,478.91
2017-08-01,565.48,478.61
2017-08-02,566.45,478.58
2017-08-03,567.04,478.72
2017-08-04,568.83,478.77
2017-08-07,564.96,478.74
2017-08-08,565.54,478.91
2017-08-09,562.01,478.71
2017-08-10,560.57,478.75
2017-08-11,562.64,478.52
2017-09-01,570.65,478.45
2017-09-04,569.75,478.22
2017-09-05,568.3,478.29
2017-09-06,570.8,478.26
2017-09-07,572.99,478.25
2017-09-08,576.71,478.16
2017-09-11,574.49,478.22
2017-09-12,572.06,478.35
2017-10-02,560.74,478.04
2017-10-03,561.3,478.27
2017-10-04,562.57,478.38
2017-10-05,562.9,478.45
2017-10-06,560.38,478.75
2017-10-09,562.48,478.95
2017-10-10,566.07,479.56
2017-10-11,566.9,480.22
2017-10-12,569.32,480.32
2017-11-01,562.04,483.06
2017-11-02,563.46,483.99
2017-11-03,564.15,484.37
2017-11-06,562.93,485.16
2017-11-07,561.81,485.74
2017-11-08,563.77,486.22
2017-11-09,565.32,487.3
2017-11-10,568.08,487.29
2017-12-01,576.26,484.21
2017-12-04,574.19,484.34
2017-12-05,574.52,484.66
2017-12-06,573.47,484.96
2017-12-07,572.16,485.33
2017-12-08,569.44,485.25
2017-12-11,571.76,484.75
2017-12-12,570.43,484.11
2018-01-08,581.58,484.93
2018-01-09,578.89,484.91
2018-01-10,578.65,484.75
2018-01-11,578.65,484.31
2018-01-12,586.16,483.51
2018-02-01,598.63,480.98
2018-02-02,600.58,481.04
2018-02-05,600,481.58
2018-02-06,597.85,481.98
2018-02-07,595.7,482.35
2018-02-08,589.27,481.86
2018-02-09,592.49,483.11
2018-02-12,591.78,482.57
2018-03-01,585.83,480.94
2018-03-02,590.18,480.8
2018-03-05,592.38,480.79
2018-03-06,592.2,480.64
2018-03-07,597.16,480.73
2018-03-12,591.96,480.72
2018-04-03,591.02,480.23
2018-04-04,589.64,480.28
2018-04-05,589.46,480.21
2018-04-06,588.23,480.46
2018-04-07,588.57,480.74
2018-04-09,589.85,480.88
2018-04-10,593.67,481.76
2018-04-11,597.96,483.12
2018-04-12,596.72,483.72
2018-05-02,580,483.29
2018-05-03,581.17,484.71
2018-05-04,579.81,484.75
2018-05-05,580.55,485.37
2018-05-07,579.98,486.19
2018-05-08,578.13,486.68
2018-05-10,577.79,486.56
2018-05-11,580.11,486.06
2018-06-01,565.67,482.86
2018-06-04,566.49,482.9
2018-06-05,565.23,483.02
2018-06-06,568.94,483.3
2018-06-07,571.63,483.49
2018-06-08,568.41,483.22
2018-06-11,569.67,483.14
2018-06-12,569.43,482.85
2018-07-02,561.67,482.49
2018-07-03,562.59,482.7
2018-07-04,561.86,482.95
2018-07-06,565.7,483.17
2018-07-09,568.13,482.61
2018-07-10,565.09,482.24
2018-07-11,564.5,482.23
2018-07-12,562.14,481.49
2018-08-01,561.89,480.95
2018-08-02,558.77,481.16
2018-08-03,557.13,481.28
2018-08-06,556.81,481.5
2018-08-07,558.23,481.69
2018-08-08,558.62,481.78
2018-08-09,558.66,481.81
2018-08-10,552.65,482.16
2018-09-03,560.62,483.38
2018-09-04,559.1,483.73
2018-09-05,560.35,484.1
2018-09-06,563.01,484.52
2018-09-07,564.03,484.69
2018-09-10,561.33,484.95
2018-09-11,562.83,485.41
2018-09-12,562.69,485.37
2018-10-01,561.33,483.28
2018-10-02,556.7,483.46
2018-10-03,560.19,484.26
2018-10-04,557.67,485.06
2018-10-05,558.14,485.51
2018-10-08,557.72,485.99
2018-10-09,556.51,485.99
2018-10-10,558.03,485.62
2018-11-01,553.65,486.55
2018-11-02,556.86,486.85
2018-11-03,557.21,487.16
2018-11-05,554.99,487.52
2018-11-06,556.28,487.88
2018-11-07,560.22,487.66
2018-11-08,556.85,487.82
2018-11-09,553.19,487.95
2018-11-12,549.84,488.57
2018-12-03,551.32,485.06
2018-12-04,553.61,485.2
2018-12-05,550.03,485.12
2018-12-06,550.19,485.26
2018-12-07,551.29,484.99
2018-12-10,553.48,485.13
2018-12-11,552.35,485.28
2018-12-12,549.84,485.12
2019-01-08,554.56,484.37
2019-01-09,555.67,484.79
2019-01-10,559.32,485.52
2019-01-11,559.75,485.98
2019-02-01,558.67,487.07
2019-02-04,557.78,487.44
2019-02-05,556.9,487.65
2019-02-06,556.03,488.26
2019-02-07,554.22,488.69
2019-02-08,554.06,489.19
2019-02-11,553.68,489.85
2019-02-12,552,489.62
2019-03-01,556.75,490.18
2019-03-04,556.58,490.68
2019-03-05,555.65,490.6
2019-03-06,553.43,489.76
2019-03-07,553.05,489.08
2019-03-11,549.74,488.57
2019-03-12,550.22,488.09
2019-04-01,546.54,486.42
2019-04-02,544.99,486.47
2019-04-03,547.51,486.85
2019-04-04,547.08,487.29
2019-04-05,547.28,487.42
2019-04-08,547.7,487.32
2019-04-09,548.53,486.54
2019-04-10,547.87,485.83
2019-04-11,546.99,485.01
2019-04-12,548.75,485.02
2019-05-02,538.02,480.46
2019-05-03,536.28,480.75
2019-05-06,538.8,481.29
2019-05-07,539.53,481.64
2019-05-08,539.84,481.96
2019-05-10,541.62,482.17
2019-06-03,536.58,480.2
2019-06-04,539.93,480.02
2019-06-05,541.3,479.79
2019-06-06,538.8,479.57
2019-06-07,539.75,479.61
2019-06-10,542.19,479.52
2019-06-11,542.59,479.36
2019-06-12,542.68,479.02
2019-07-01,540.18,476.98
2019-07-02,539.41,477.1
2019-07-03,538.41,477.02
2019-07-04,538.31,477.01
2019-07-08,535.51,476.9
2019-07-09,534.34,477
2019-07-10,534.88,476.59
2019-07-11,537.27,476.94
2019-07-12,536.6,476.68
2019-08-01,525.37,475.91
2019-08-02,528.07,475.9
2019-08-05,530.87,476.15
2019-08-06,533.38,476.19
2019-08-07,532.97,476.47
2019-08-08,533.85,476.21
2019-08-09,533.42,476.13
2019-08-12,532.22,475.9
2019-09-02,522.03,476.17
2019-09-03,521.2,476.33
2019-09-04,525.01,476.5
2019-09-05,526.07,476.34
2019-09-06,525.68,476.55
2019-09-09,526.13,476.65
2019-09-10,526.18,476.35
2019-09-11,524.83,476.34
2019-09-12,525.18,476.22
2019-10-01,518.52,476.01
2019-10-02,519.92,476.16
2019-10-03,521.29,476.24
2019-10-04,522.96,476.33
2019-10-07,522.98,476.52
2019-10-08,523.69,476.6
2019-10-09,523.59,476.68
2019-10-10,525.8,476.7
2019-10-11,525.36,476.73
2019-11-01,531.16,476.46
2019-11-04,532.11,476.59
2019-11-05,530.42,476.57
2019-11-06,528.86,476.84
2019-11-07,528.8,477.34
2019-11-08,526.75,477.17
2019-11-11,526.33,477.22
2019-11-12,526.81,477.4
2019-12-02,526.57,478.05
2019-12-03,529.84,478.02
2019-12-04,529.15,477.83
2019-12-05,530.13,477.94
2019-12-06,530.47,478.03
2019-12-09,528.87,477.97
2019-12-10,529.5,478.02
2019-12-11,529.79,478.02
2019-12-12,531.55,477.71
