SEASON_ID,GAME_DATE,home.TEAM_ABBREVIATION,home.TEAM_NAME,home.PTS,away.TEAM_ABBREVIATION,away.TEAM_NAME,away.PTS,home.WL
2009,10/27/09,CLE,Cleveland Cavaliers,89,BOS,Boston Celtics,95,L
2009,10/27/09,DAL,Dallas Mavericks,91,WAS,Washington Wizards,102,L
2009,10/27/09,POR,Portland Trail Blazers,96,HOU,Houston Rockets,87,W
2009,10/27/09,LAL,Los Angeles Lakers,99,LAC,LA Clippers,92,W
2009,10/28/09,ATL,Atlanta Hawks,120,IND,Indiana Pacers,109,W
2009,10/28/09,ORL,Orlando Magic,120,PHI,Philadelphia 76ers,106,W
2009,10/28/09,TOR,Toronto Raptors,101,CLE,Cleveland Cavaliers,91,W
2009,10/28/09,BOS,Boston Celtics,92,CHA,Charlotte Hornets,59,W
2009,10/28/09,MIA,Miami Heat,115,NYK,New York Knicks,93,W
2009,10/28/09,MEM,Memphis Grizzlies,74,DET,Detroit Pistons,96,L
2009,10/28/09,MIN,Minnesota Timberwolves,95,BKN,Brooklyn Nets,93,W
2009,10/28/09,OKC,Oklahoma City Thunder,102,SAC,Sacramento Kings,89,W
2009,10/28/09,SAS,San Antonio Spurs,113,NOP,New Orleans Pelicans,96,W
2009,10/28/09,DEN,Denver Nuggets,114,UTA,Utah Jazz,105,W
2009,10/28/09,GSW,Golden State Warriors,107,HOU,Houston Rockets,108,L
2009,10/28/09,LAC,LA Clippers,107,PHX,Phoenix Suns,109,L
2009,10/29/09,CHI,Chicago Bulls,92,SAS,San Antonio Spurs,85,W
2009,10/29/09,POR,Portland Trail Blazers,94,DEN,Denver Nuggets,97,L
2009,10/30/09,CHA,Charlotte Hornets,102,NYK,New York Knicks,100,W
2009,10/30/09,PHI,Philadelphia 76ers,99,MIL,Milwaukee Bucks,86,W
2009,10/30/09,ATL,Atlanta Hawks,100,WAS,Washington Wizards,89,W
2009,10/30/09,BOS,Boston Celtics,118,CHI,Chicago Bulls,90,W
2009,10/30/09,DET,Detroit Pistons,83,OKC,Oklahoma City Thunder,91,L
2009,10/30/09,IND,Indiana Pacers,83,MIA,Miami Heat,96,L
2009,10/30/09,MEM,Memphis Grizzlies,115,TOR,Toronto Raptors,107,W
2009,10/30/09,MIN,Minnesota Timberwolves,87,CLE,Cleveland Cavaliers,104,L
2009,10/30/09,BKN,Brooklyn Nets,85,ORL,Orlando Magic,95,L
2009,10/30/09,NOP,New Orleans Pelicans,97,SAC,Sacramento Kings,92,W
2009,10/30/09,UTA,Utah Jazz,111,LAC,LA Clippers,98,W
2009,10/30/09,PHX,Phoenix Suns,123,GSW,Golden State Warriors,101,W
2009,10/30/09,LAL,Los Angeles Lakers,80,DAL,Dallas Mavericks,94,L
2009,10/31/09,WAS,Washington Wizards,123,BKN,Brooklyn Nets,104,W
2009,10/31/09,CLE,Cleveland Cavaliers,90,CHA,Charlotte Hornets,79,W
2009,10/31/09,NYK,New York Knicks,127,PHI,Philadelphia 76ers,141,L
2009,10/31/09,HOU,Houston Rockets,111,POR,Portland Trail Blazers,107,W
2009,10/31/09,MIL,Milwaukee Bucks,96,DET,Detroit Pistons,85,W
2009,10/31/09,SAS,San Antonio Spurs,113,SAC,Sacramento Kings,94,W
2009,10/31/09,LAC,LA Clippers,84,DAL,Dallas Mavericks,93,L
2009,11/1/09,TOR,Toronto Raptors,116,ORL,Orlando Magic,125,L
2009,11/1/09,BOS,Boston Celtics,97,NOP,New Orleans Pelicans,87,W
2009,11/1/09,MIA,Miami Heat,95,CHI,Chicago Bulls,87,W
2009,11/1/09,OKC,Oklahoma City Thunder,74,POR,Portland Trail Blazers,83,L
2009,11/1/09,DEN,Denver Nuggets,133,MEM,Memphis Grizzlies,123,W
2009,11/1/09,PHX,Phoenix Suns,120,MIN,Minnesota Timberwolves,112,W
2009,11/1/09,LAL,Los Angeles Lakers,118,ATL,Atlanta Hawks,110,W
2009,11/2/09,CHA,Charlotte Hornets,79,BKN,Brooklyn Nets,68,W
2009,11/2/09,NYK,New York Knicks,117,NOP,New Orleans Pelicans,111,W
2009,11/2/09,UTA,Utah Jazz,96,HOU,Houston Rockets,113,L
2009,11/2/09,SAC,Sacramento Kings,127,MEM,Memphis Grizzlies,116,W
2009,11/2/09,LAC,LA Clippers,93,MIN,Minnesota Timberwolves,90,W
2009,11/3/09,CLE,Cleveland Cavaliers,102,WAS,Washington Wizards,90,W
2009,11/3/09,IND,Indiana Pacers,93,DEN,Denver Nuggets,111,L
2009,11/3/09,PHI,Philadelphia 76ers,74,BOS,Boston Celtics,105,L
2009,11/3/09,DET,Detroit Pistons,85,ORL,Orlando Magic,80,W
2009,11/3/09,MIA,Miami Heat,96,PHX,Phoenix Suns,104,L
2009,11/3/09,CHI,Chicago Bulls,83,MIL,Milwaukee Bucks,81,W
2009,11/3/09,OKC,Oklahoma City Thunder,98,LAL,Los Angeles Lakers,101,L
2009,11/3/09,DAL,Dallas Mavericks,96,UTA,Utah Jazz,85,W
2009,11/3/09,POR,Portland Trail Blazers,91,ATL,Atlanta Hawks,97,L
2009,11/4/09,ORL,Orlando Magic,122,PHX,Phoenix Suns,100,W
2009,11/4/09,TOR,Toronto Raptors,110,DET,Detroit Pistons,99,W
2009,11/4/09,WAS,Washington Wizards,89,MIA,Miami Heat,93,L
2009,11/4/09,BKN,Brooklyn Nets,94,DEN,Denver Nuggets,122,L
2009,11/4/09,NYK,New York Knicks,89,IND,Indiana Pacers,101,L
2009,11/4/09,MIN,Minnesota Timberwolves,90,BOS,Boston Celtics,92,L
2009,11/4/09,HOU,Houston Rockets,102,LAL,Los Angeles Lakers,103,L
2009,11/4/09,NOP,New Orleans Pelicans,114,DAL,Dallas Mavericks,107,W
2009,11/4/09,SAC,Sacramento Kings,105,ATL,Atlanta Hawks,113,L
2009,11/4/09,GSW,Golden State Warriors,113,MEM,Memphis Grizzlies,105,W
2009,11/5/09,CLE,Cleveland Cavaliers,85,CHI,Chicago Bulls,86,L
2009,11/5/09,UTA,Utah Jazz,113,SAS,San Antonio Spurs,99,W
2009,11/6/09,CHA,Charlotte Hornets,103,ATL,Atlanta Hawks,83,W
2009,11/6/09,IND,Indiana Pacers,102,WAS,Washington Wizards,86,W
2009,11/6/09,ORL,Orlando Magic,110,DET,Detroit Pistons,103,W
2009,11/6/09,PHI,Philadelphia 76ers,97,BKN,Brooklyn Nets,94,W
2009,11/6/09,BOS,Boston Celtics,103,PHX,Phoenix Suns,110,L
2009,11/6/09,MIA,Miami Heat,96,DEN,Denver Nuggets,88,W
2009,11/6/09,MIN,Minnesota Timberwolves,72,MIL,Milwaukee Bucks,87,L
2009,11/6/09,NOP,New Orleans Pelicans,90,TOR,Toronto Raptors,107,L
2009,11/6/09,NYK,New York Knicks,91,CLE,Cleveland Cavaliers,100,L
2009,11/6/09,HOU,Houston Rockets,105,OKC,Oklahoma City Thunder,94,W
2009,11/6/09,GSW,Golden State Warriors,90,LAC,LA Clippers,118,L
2009,11/6/09,LAL,Los Angeles Lakers,114,MEM,Memphis Grizzlies,98,W
2009,11/6/09,POR,Portland Trail Blazers,96,SAS,San Antonio Spurs,84,W
2009,11/7/09,ATL,Atlanta Hawks,125,DEN,Denver Nuggets,100,W
2009,11/7/09,BKN,Brooklyn Nets,76,BOS,Boston Celtics,86,L
2009,11/7/09,CHI,Chicago Bulls,93,CHA,Charlotte Hornets,90,W
2009,11/7/09,DAL,Dallas Mavericks,129,TOR,Toronto Raptors,101,W
2009,11/7/09,MIL,Milwaukee Bucks,102,NYK,New York Knicks,87,W
2009,11/7/09,UTA,Utah Jazz,99,SAC,Sacramento Kings,104,L
2009,11/7/09,LAC,LA Clippers,113,MEM,Memphis Grizzlies,110,W
2009,11/8/09,DET,Detroit Pistons,88,PHI,Philadelphia 76ers,81,W
2009,11/8/09,WAS,Washington Wizards,90,PHX,Phoenix Suns,102,L
2009,11/8/09,OKC,Oklahoma City Thunder,102,ORL,Orlando Magic,74,W
2009,11/8/09,POR,Portland Trail Blazers,116,MIN,Minnesota Timberwolves,93,W
2009,11/8/09,SAC,Sacramento Kings,120,GSW,Golden State Warriors,107,W
2009,11/8/09,LAL,Los Angeles Lakers,104,NOP,New Orleans Pelicans,88,W
2009,11/9/09,PHI,Philadelphia 76ers,115,PHX,Phoenix Suns,119,L
2009,11/9/09,NYK,New York Knicks,93,UTA,Utah Jazz,95,L
2009,11/9/09,SAS,San Antonio Spurs,131,TOR,Toronto Raptors,124,W
2009,11/9/09,GSW,Golden State Warriors,146,MIN,Minnesota Timberwolves,105,W
2009,11/9/09,LAC,LA Clippers,84,NOP,New Orleans Pelicans,112,L
2009,11/10/09,CHA,Charlotte Hornets,81,ORL,Orlando Magic,93,L
2009,11/10/09,MIA,Miami Heat,90,WAS,Washington Wizards,76,W
2009,11/10/09,CHI,Chicago Bulls,89,DEN,Denver Nuggets,90,L
2009,11/10/09,MEM,Memphis Grizzlies,79,POR,Portland Trail Blazers,93,L
2009,11/10/09,DAL,Dallas Mavericks,121,HOU,Houston Rockets,103,W
2009,11/10/09,SAC,Sacramento Kings,101,OKC,Oklahoma City Thunder,98,W
2009,11/11/09,IND,Indiana Pacers,108,GSW,Golden State Warriors,94,W
2009,11/11/09,TOR,Toronto Raptors,99,CHI,Chicago Bulls,89,W
2009,11/11/09,BOS,Boston Celtics,105,UTA,Utah Jazz,86,W
2009,11/11/09,DET,Detroit Pistons,98,CHA,Charlotte Hornets,75,W
2009,11/11/09,BKN,Brooklyn Nets,79,PHI,Philadelphia 76ers,82,L
2009,11/11/09,NYK,New York Knicks,101,ATL,Atlanta Hawks,114,L
2009,11/11/09,MIL,Milwaukee Bucks,108,DEN,Denver Nuggets,102,W
2009,11/11/09,MIN,Minnesota Timberwolves,84,POR,Portland Trail Blazers,107,L
2009,11/11/09,ORL,Orlando Magic,93,CLE,Cleveland Cavaliers,102,L
2009,11/11/09,HOU,Houston Rockets,104,MEM,Memphis Grizzlies,79,W
2009,11/11/09,SAS,San Antonio Spurs,92,DAL,Dallas Mavericks,83,W
2009,11/11/09,LAC,LA Clippers,79,OKC,Oklahoma City Thunder,83,L
2009,11/11/09,PHX,Phoenix Suns,124,NOP,New Orleans Pelicans,104,W
2009,11/12/09,MIA,Miami Heat,104,CLE,Cleveland Cavaliers,111,L
2009,11/12/09,LAL,Los Angeles Lakers,121,PHX,Phoenix Suns,102,W
2009,11/13/09,ORL,Orlando Magic,88,BKN,Brooklyn Nets,72,W
2009,11/13/09,PHI,Philadelphia 76ers,90,UTA,Utah Jazz,112,L
2009,11/13/09,NYK,New York Knicks,107,GSW,Golden State Warriors,121,L
2009,11/13/09,BOS,Boston Celtics,86,ATL,Atlanta Hawks,97,L
2009,11/13/09,MIN,Minnesota Timberwolves,77,DAL,Dallas Mavericks,89,L
2009,11/13/09,NOP,New Orleans Pelicans,78,POR,Portland Trail Blazers,86,L
2009,11/13/09,SAC,Sacramento Kings,109,HOU,Houston Rockets,100,W
2009,11/13/09,DEN,Denver Nuggets,105,LAL,Los Angeles Lakers,79,W
2009,11/13/09,LAC,LA Clippers,89,TOR,Toronto Raptors,104,L
2009,11/14/09,ATL,Atlanta Hawks,121,NOP,New Orleans Pelicans,98,W
2009,11/14/09,CHA,Charlotte Hornets,74,POR,Portland Trail Blazers,80,L
2009,11/14/09,IND,Indiana Pacers,113,BOS,Boston Celtics,104,W
2009,11/14/09,WAS,Washington Wizards,103,DET,Detroit Pistons,106,L
2009,11/14/09,CLE,Cleveland Cavaliers,107,UTA,Utah Jazz,103,W
2009,11/14/09,MIA,Miami Heat,81,BKN,Brooklyn Nets,80,W
2009,11/14/09,CHI,Chicago Bulls,94,PHI,Philadelphia 76ers,88,W
2009,11/14/09,MEM,Memphis Grizzlies,97,MIN,Minnesota Timberwolves,87,W
2009,11/14/09,MIL,Milwaukee Bucks,129,GSW,Golden State Warriors,125,W
2009,11/14/09,SAS,San Antonio Spurs,98,OKC,Oklahoma City Thunder,101,L
2009,11/15/09,DET,Detroit Pistons,90,DAL,Dallas Mavericks,95,L
2009,11/15/09,OKC,Oklahoma City Thunder,93,LAC,LA Clippers,101,L
2009,11/15/09,PHX,Phoenix Suns,101,TOR,Toronto Raptors,100,W
2009,11/15/09,LAL,Los Angeles Lakers,91,HOU,Houston Rockets,101,L
2009,11/16/09,ATL,Atlanta Hawks,99,POR,Portland Trail Blazers,95,W
2009,11/16/09,ORL,Orlando Magic,97,CHA,Charlotte Hornets,91,W
2009,11/16/09,MIL,Milwaukee Bucks,113,DAL,Dallas Mavericks,115,L
2009,11/17/09,CLE,Cleveland Cavaliers,114,GSW,Golden State Warriors,108,W
2009,11/17/09,MIA,Miami Heat,87,OKC,Oklahoma City Thunder,100,L
2009,11/17/09,BKN,Brooklyn Nets,83,IND,Indiana Pacers,91,L
2009,11/17/09,NOP,New Orleans Pelicans,110,LAC,LA Clippers,102,W
2009,11/17/09,HOU,Houston Rockets,105,PHX,Phoenix Suns,111,L
2009,11/17/09,DEN,Denver Nuggets,130,TOR,Toronto Raptors,112,W
2009,11/17/09,SAC,Sacramento Kings,87,CHI,Chicago Bulls,101,L
2009,11/17/09,LAL,Los Angeles Lakers,106,DET,Detroit Pistons,93,W
2009,11/18/09,ATL,Atlanta Hawks,105,MIA,Miami Heat,90,W
2009,11/18/09,IND,Indiana Pacers,103,NYK,New York Knicks,110,L
2009,11/18/09,ORL,Orlando Magic,108,OKC,Oklahoma City Thunder,94,W
2009,11/18/09,PHI,Philadelphia 76ers,86,CHA,Charlotte Hornets,84,W
2009,11/18/09,WAS,Washington Wizards,108,CLE,Cleveland Cavaliers,91,W
2009,11/18/09,BOS,Boston Celtics,109,GSW,Golden State Warriors,95,W
2009,11/18/09,MEM,Memphis Grizzlies,106,LAC,LA Clippers,91,W
2009,11/18/09,MIL,Milwaukee Bucks,99,BKN,Brooklyn Nets,85,W
2009,11/18/09,MIN,Minnesota Timberwolves,84,HOU,Houston Rockets,97,L
2009,11/18/09,UTA,Utah Jazz,104,TOR,Toronto Raptors,91,W
2009,11/18/09,DAL,Dallas Mavericks,99,SAS,San Antonio Spurs,94,W
2009,11/18/09,POR,Portland Trail Blazers,87,DET,Detroit Pistons,81,W
2009,11/19/09,NOP,New Orleans Pelicans,110,PHX,Phoenix Suns,103,W
2009,11/19/09,SAS,San Antonio Spurs,83,UTA,Utah Jazz,90,L
2009,11/19/09,LAL,Los Angeles Lakers,108,CHI,Chicago Bulls,93,W
2009,11/20/09,IND,Indiana Pacers,95,CLE,Cleveland Cavaliers,105,L
2009,11/20/09,PHI,Philadelphia 76ers,97,MEM,Memphis Grizzlies,102,L
2009,11/20/09,TOR,Toronto Raptors,120,MIA,Miami Heat,113,W
2009,11/20/09,ATL,Atlanta Hawks,105,HOU,Houston Rockets,103,W
2009,11/20/09,BOS,Boston Celtics,78,ORL,Orlando Magic,83,L
2009,11/20/09,OKC,Oklahoma City Thunder,127,WAS,Washington Wizards,108,W
2009,11/20/09,DAL,Dallas Mavericks,104,SAC,Sacramento Kings,102,W
2009,11/20/09,MIL,Milwaukee Bucks,95,CHA,Charlotte Hornets,88,W
2009,11/20/09,GSW,Golden State Warriors,108,POR,Portland Trail Blazers,94,W
2009,11/20/09,LAC,LA Clippers,106,DEN,Denver Nuggets,99,W
2009,11/21/09,BKN,Brooklyn Nets,91,NYK,New York Knicks,98,L
2009,11/21/09,CLE,Cleveland Cavaliers,97,PHI,Philadelphia 76ers,91,W
2009,11/21/09,MEM,Memphis Grizzlies,98,MIL,Milwaukee Bucks,103,L
2009,11/21/09,NOP,New Orleans Pelicans,96,ATL,Atlanta Hawks,88,W
2009,11/21/09,HOU,Houston Rockets,113,SAC,Sacramento Kings,106,W
2009,11/21/09,SAS,San Antonio Spurs,106,WAS,Washington Wizards,84,W
2009,11/21/09,DEN,Denver Nuggets,112,CHI,Chicago Bulls,93,W
2009,11/21/09,UTA,Utah Jazz,100,DET,Detroit Pistons,97,W
2009,11/21/09,POR,Portland Trail Blazers,106,MIN,Minnesota Timberwolves,78,W
2009,11/22/09,TOR,Toronto Raptors,96,ORL,Orlando Magic,104,L
2009,11/22/09,NYK,New York Knicks,105,BOS,Boston Celtics,107,L
2009,11/22/09,CHA,Charlotte Hornets,104,IND,Indiana Pacers,88,W
2009,11/22/09,MIA,Miami Heat,102,NOP,New Orleans Pelicans,101,W
2009,11/22/09,PHX,Phoenix Suns,117,DET,Detroit Pistons,91,W
2009,11/22/09,LAL,Los Angeles Lakers,101,OKC,Oklahoma City Thunder,85,W
2009,11/23/09,MEM,Memphis Grizzlies,116,SAC,Sacramento Kings,105,W
2009,11/23/09,SAS,San Antonio Spurs,112,MIL,Milwaukee Bucks,98,W
2009,11/23/09,POR,Portland Trail Blazers,122,CHI,Chicago Bulls,98,W
2009,11/23/09,LAC,LA Clippers,91,MIN,Minnesota Timberwolves,87,W
2009,11/24/09,TOR,Toronto Raptors,123,IND,Indiana Pacers,112,W
2009,11/24/09,WAS,Washington Wizards,108,PHI,Philadelphia 76ers,107,W
2009,11/24/09,DAL,Dallas Mavericks,103,GSW,Golden State Warriors,111,L
2009,11/24/09,DEN,Denver Nuggets,101,BKN,Brooklyn Nets,87,W
2009,11/24/09,UTA,Utah Jazz,94,OKC,Oklahoma City Thunder,104,L
2009,11/24/09,LAL,Los Angeles Lakers,100,NYK,New York Knicks,90,W
2009,11/25/09,CHA,Charlotte Hornets,116,TOR,Toronto Raptors,81,W
2009,11/25/09,IND,Indiana Pacers,86,LAC,LA Clippers,73,W
2009,11/25/09,BOS,Boston Celtics,113,PHI,Philadelphia 76ers,110,W
2009,11/25/09,ORL,Orlando Magic,98,MIA,Miami Heat,99,L
2009,11/25/09,DET,Detroit Pistons,88,CLE,Cleveland Cavaliers,98,L
2009,11/25/09,MIN,Minnesota Timberwolves,111,DEN,Denver Nuggets,124,L
2009,11/25/09,NOP,New Orleans Pelicans,102,MIL,Milwaukee Bucks,99,W
2009,11/25/09,HOU,Houston Rockets,99,DAL,Dallas Mavericks,130,L
2009,11/25/09,SAS,San Antonio Spurs,118,GSW,Golden State Warriors,104,W
2009,11/25/09,PHX,Phoenix Suns,126,MEM,Memphis Grizzlies,111,W
2009,11/25/09,POR,Portland Trail Blazers,93,BKN,Brooklyn Nets,83,W
2009,11/25/09,SAC,Sacramento Kings,111,NYK,New York Knicks,97,W
2009,11/26/09,ATL,Atlanta Hawks,76,ORL,Orlando Magic,93,L
2009,11/26/09,UTA,Utah Jazz,105,CHI,Chicago Bulls,86,W
2009,11/27/09,CHA,Charlotte Hornets,94,CLE,Cleveland Cavaliers,87,W
2009,11/27/09,MIA,Miami Heat,84,WAS,Washington Wizards,94,L
2009,11/27/09,PHI,Philadelphia 76ers,86,ATL,Atlanta Hawks,100,L
2009,11/27/09,BOS,Boston Celtics,116,TOR,Toronto Raptors,103,W
2009,11/27/09,DET,Detroit Pistons,96,LAC,LA Clippers,104,L
2009,11/27/09,IND,Indiana Pacers,92,DAL,Dallas Mavericks,113,L
2009,11/27/09,OKC,Oklahoma City Thunder,108,MIL,Milwaukee Bucks,90,W
2009,11/27/09,HOU,Houston Rockets,84,SAS,San Antonio Spurs,92,L
2009,11/27/09,DEN,Denver Nuggets,128,NYK,New York Knicks,125,W
2009,11/27/09,MIN,Minnesota Timberwolves,95,PHX,Phoenix Suns,120,L
2009,11/27/09,POR,Portland Trail Blazers,96,MEM,Memphis Grizzlies,106,L
2009,11/27/09,SAC,Sacramento Kings,109,BKN,Brooklyn Nets,96,W
2009,11/28/09,WAS,Washington Wizards,76,CHA,Charlotte Hornets,92,L
2009,11/28/09,CLE,Cleveland Cavaliers,111,DAL,Dallas Mavericks,95,W
2009,11/28/09,MIL,Milwaukee Bucks,98,ORL,Orlando Magic,100,L
2009,11/28/09,UTA,Utah Jazz,108,POR,Portland Trail Blazers,92,W
2009,11/28/09,GSW,Golden State Warriors,97,LAL,Los Angeles Lakers,130,L
2009,11/29/09,DET,Detroit Pistons,94,ATL,Atlanta Hawks,88,W
2009,11/29/09,LAC,LA Clippers,98,MEM,Memphis Grizzlies,88,W
2009,11/29/09,TOR,Toronto Raptors,94,PHX,Phoenix Suns,113,L
2009,11/29/09,MIA,Miami Heat,85,BOS,Boston Celtics,92,L
2009,11/29/09,NYK,New York Knicks,102,ORL,Orlando Magic,114,L
2009,11/29/09,OKC,Oklahoma City Thunder,91,HOU,Houston Rockets,100,L
2009,11/29/09,SAS,San Antonio Spurs,97,PHI,Philadelphia 76ers,89,W
2009,11/29/09,DEN,Denver Nuggets,100,MIN,Minnesota Timberwolves,106,L
2009,11/29/09,SAC,Sacramento Kings,112,NOP,New Orleans Pelicans,96,W
2009,11/29/09,LAL,Los Angeles Lakers,106,BKN,Brooklyn Nets,87,W
2009,11/30/09,MIL,Milwaukee Bucks,99,CHI,Chicago Bulls,97,W
2009,11/30/09,DAL,Dallas Mavericks,104,PHI,Philadelphia 76ers,102,W
2009,11/30/09,UTA,Utah Jazz,120,MEM,Memphis Grizzlies,93,W
2009,11/30/09,GSW,Golden State Warriors,126,IND,Indiana Pacers,107,W
2009,12/1/09,CHA,Charlotte Hornets,90,BOS,Boston Celtics,108,L
2009,12/1/09,TOR,Toronto Raptors,102,WAS,Washington Wizards,106,L
2009,12/1/09,NYK,New York Knicks,126,PHX,Phoenix Suns,99,W
2009,12/1/09,DEN,Denver Nuggets,135,GSW,Golden State Warriors,107,W
2009,12/1/09,POR,Portland Trail Blazers,100,MIA,Miami Heat,107,L
2009,12/1/09,LAL,Los Angeles Lakers,110,NOP,New Orleans Pelicans,99,W
2009,12/2/09,ATL,Atlanta Hawks,146,TOR,Toronto Raptors,115,W
2009,12/2/09,CLE,Cleveland Cavaliers,107,PHX,Phoenix Suns,90,W
2009,12/2/09,ORL,Orlando Magic,118,NYK,New York Knicks,104,W
2009,12/2/09,WAS,Washington Wizards,104,MIL,Milwaukee Bucks,102,W
2009,12/2/09,BKN,Brooklyn Nets,101,DAL,Dallas Mavericks,117,L
2009,12/2/09,CHI,Chicago Bulls,92,DET,Detroit Pistons,85,W
2009,12/2/09,MIN,Minnesota Timberwolves,95,MEM,Memphis Grizzlies,97,L
2009,12/2/09,OKC,Oklahoma City Thunder,117,PHI,Philadelphia 76ers,106,W
2009,12/2/09,SAC,Sacramento Kings,110,IND,Indiana Pacers,105,W
2009,12/2/09,LAC,LA Clippers,85,HOU,Houston Rockets,102,L
2009,12/3/09,SAS,San Antonio Spurs,83,BOS,Boston Celtics,90,L
2009,12/3/09,DEN,Denver Nuggets,114,MIA,Miami Heat,96,W
2009,12/3/09,GSW,Golden State Warriors,109,HOU,Houston Rockets,111,L
2009,12/4/09,WAS,Washington Wizards,107,TOR,Toronto Raptors,109,L
2009,12/4/09,ATL,Atlanta Hawks,107,NYK,New York Knicks,114,L
2009,12/4/09,CLE,Cleveland Cavaliers,101,CHI,Chicago Bulls,87,W
2009,12/4/09,DET,Detroit Pistons,105,MIL,Milwaukee Bucks,96,W
2009,12/4/09,MEM,Memphis Grizzlies,98,DAL,Dallas Mavericks,82,W
2009,12/4/09,BKN,Brooklyn Nets,97,CHA,Charlotte Hornets,91,W
2009,12/4/09,NOP,New Orleans Pelicans,98,MIN,Minnesota Timberwolves,89,W
2009,12/4/09,OKC,Oklahoma City Thunder,87,BOS,Boston Celtics,105,L
2009,12/4/09,UTA,Utah Jazz,96,IND,Indiana Pacers,87,W
2009,12/4/09,LAL,Los Angeles Lakers,108,MIA,Miami Heat,107,W
2009,12/5/09,CHA,Charlotte Hornets,106,PHI,Philadelphia 76ers,105,W
2009,12/5/09,CHI,Chicago Bulls,78,TOR,Toronto Raptors,110,L
2009,12/5/09,MIN,Minnesota Timberwolves,108,UTA,Utah Jazz,101,W
2009,12/5/09,SAS,San Antonio Spurs,99,DEN,Denver Nuggets,106,L
2009,12/5/09,DAL,Dallas Mavericks,75,ATL,Atlanta Hawks,80,L
2009,12/5/09,PHX,Phoenix Suns,115,SAC,Sacramento Kings,107,W
2009,12/5/09,POR,Portland Trail Blazers,90,HOU,Houston Rockets,89,W
2009,12/5/09,GSW,Golden State Warriors,118,ORL,Orlando Magic,126,L
2009,12/5/09,LAC,LA Clippers,88,IND,Indiana Pacers,72,W
2009,12/6/09,NYK,New York Knicks,106,BKN,Brooklyn Nets,97,W
2009,12/6/09,MIL,Milwaukee Bucks,86,CLE,Cleveland Cavaliers,101,L
2009,12/6/09,DET,Detroit Pistons,98,WAS,Washington Wizards,94,W
2009,12/6/09,SAC,Sacramento Kings,102,MIA,Miami Heat,115,L
2009,12/6/09,LAL,Los Angeles Lakers,108,PHX,Phoenix Suns,88,W
2009,12/7/09,PHI,Philadelphia 76ers,83,DEN,Denver Nuggets,93,L
2009,12/7/09,NYK,New York Knicks,93,POR,Portland Trail Blazers,84,W
2009,12/7/09,OKC,Oklahoma City Thunder,104,GSW,Golden State Warriors,88,W
2009,12/7/09,UTA,Utah Jazz,104,SAS,San Antonio Spurs,101,W
2009,12/8/09,CHA,Charlotte Hornets,107,DEN,Denver Nuggets,95,W
2009,12/8/09,TOR,Toronto Raptors,94,MIN,Minnesota Timberwolves,88,W
2009,12/8/09,BOS,Boston Celtics,98,MIL,Milwaukee Bucks,89,W
2009,12/8/09,CHI,Chicago Bulls,101,BKN,Brooklyn Nets,103,L
2009,12/8/09,MEM,Memphis Grizzlies,111,CLE,Cleveland Cavaliers,109,W
2009,12/8/09,NOP,New Orleans Pelicans,96,SAC,Sacramento Kings,94,W
2009,12/8/09,DAL,Dallas Mavericks,102,PHX,Phoenix Suns,101,W
2009,12/8/09,LAC,LA Clippers,86,ORL,Orlando Magic,97,L
2009,12/9/09,ATL,Atlanta Hawks,118,CHI,Chicago Bulls,83,W
2009,12/9/09,IND,Indiana Pacers,91,POR,Portland Trail Blazers,102,L
2009,12/9/09,PHI,Philadelphia 76ers,86,DET,Detroit Pistons,90,L
2009,12/9/09,BKN,Brooklyn Nets,89,GSW,Golden State Warriors,105,L
2009,12/9/09,MIL,Milwaukee Bucks,117,TOR,Toronto Raptors,95,W
2009,12/9/09,MIN,Minnesota Timberwolves,96,NOP,New Orleans Pelicans,97,L
2009,12/9/09,HOU,Houston Rockets,95,CLE,Cleveland Cavaliers,85,W
2009,12/9/09,SAS,San Antonio Spurs,118,SAC,Sacramento Kings,106,W
2009,12/9/09,LAL,Los Angeles Lakers,101,UTA,Utah Jazz,77,W
2009,12/10/09,DET,Detroit Pistons,101,DEN,Denver Nuggets,99,W
2009,12/10/09,WAS,Washington Wizards,102,BOS,Boston Celtics,104,L
2009,12/10/09,UTA,Utah Jazz,120,ORL,Orlando Magic,111,W
2009,12/11/09,IND,Indiana Pacers,107,BKN,Brooklyn Nets,91,W
2009,12/11/09,PHI,Philadelphia 76ers,91,HOU,Houston Rockets,96,L
2009,12/11/09,TOR,Toronto Raptors,89,ATL,Atlanta Hawks,111,L
2009,12/11/09,MIA,Miami Heat,93,DAL,Dallas Mavericks,106,L
2009,12/11/09,CHI,Chicago Bulls,96,GSW,Golden State Warriors,91,W
2009,12/11/09,CLE,Cleveland Cavaliers,104,POR,Portland Trail Blazers,99,W
2009,12/11/09,MEM,Memphis Grizzlies,94,OKC,Oklahoma City Thunder,102,L
2009,12/11/09,NOP,New Orleans Pelicans,96,NYK,New York Knicks,113,L
2009,12/11/09,SAS,San Antonio Spurs,104,CHA,Charlotte Hornets,85,W
2009,12/11/09,LAL,Los Angeles Lakers,104,MIN,Minnesota Timberwolves,92,W
2009,12/11/09,PHX,Phoenix Suns,106,ORL,Orlando Magic,103,W
2009,12/12/09,WAS,Washington Wizards,113,IND,Indiana Pacers,114,L
2009,12/12/09,DET,Detroit Pistons,104,GSW,Golden State Warriors,95,W
